Product,Rating,Content
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Barangnya bisa hidup tapi baterainya gembung. 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Bintang yang berbicara
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,.............trm kasih gan............
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Bagus...................
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Lumayan lah,,,berfungsi dan sesuai dengan harga.."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barangnya dah sampai pengiriman cepat.fusik ok.cuma gak ada cargernya....tapi ok lah gk pp warnanya sesuai....semoga awet
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"KACAU .... PESAN APA , DIKIRIM APA, JADI RUGI DI ONGKIR , CEK"" DULU GAN YANG MAU BELANJA "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"paket sampai dengan baik, hanya warna tdk sesuai dengan order "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang sesuai pesanan, tetapi agak nunggu lama"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Jika tdk terima Dropshiper bilang terus terang! Barang dikirim bkn atas nama Toko aq, mau nikung Pelanggan aq ya? Sungguh terlalu"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,mantapppppppppppppppppppppppppppp
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Paket sudah sampai. Terima kasih......
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sdh diterima kemarin siang, packing rapih. Kiriman nyanykut dikurir 3 hari baru sampe gan. Biasanya 1-2 hari sentil kurirnya gan!"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Ok mantap lah harga sgini
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Sudah klik DS dan pake note kalo trx dropship tetep aja nama toko anda yg dicantumkan. Ga bisa donk kerjasama kalo gini caranya. Ga teliti
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Gak bs download aplikasinya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Tidak mengecewakan, oke bgt
👍👍"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Kecewa berat. Pesaan 40pcs.  Berapa kali saya bilang  paking pke dus..biar box tidak rusak.  Peliiittt... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,..........bintang yg berbicara.............
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"respond kurang ,,males"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Sesuai dengan gambar, pengiriman cepat, pokoe sippp"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Barangnya sampai dg cepat meskipun agak was2 karena penjual jawabnya ga sesuai pertanyaan. Kurang ramah. Btw terima kasih.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Bintang 1 aja cukup ......
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Minus pengiriman telat tapi puas rekomen seller deh 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"INI PENGALAMAN PALING JELEK SAYA BELANJA DI TOKOPEDIA, PENGEN CEPAT SAMPAI PAKE GOJEK SAMEDAY TERNYATA DIKIRIM 3 HARI KEMUDIAN PAKE JNE REG, JADINYA PAKET SAMPE SEMINGGU... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Ok lah sesuai harga, pengiriman barang cepat "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,sesuai pesanan kualitas ok 👍
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Slow respont, tpi barang ok. "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sudah sampai Trimakasih
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,bagus kualitas nya terimakasih
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sudah diterima dan di tes dgn baik
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Sangat kecewe. Slow respon. Saya pilih pengiriman jne yes. Tgl 2/11/18 tiba tgl 5/11/18. Slow respon. Peking tidak rapi. Barangnya pun barang bekas. Ada micro sd bekas te... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Sanggat puas skli paketan rapi dan aman tdk ada rusak.produknya bgs tdk mengcewakan sesuai dgn pesaan.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,shukraan lak...................
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Sudah jadi langganan saya beli smart watch,harga sangat bersaing sedangkan mutu sesuailah dengan harga.....,🙂"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Warna dan pesanan sesuai permintaan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Pengirimannya cepet, barang bagus, kualitas maksimal❣️"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Beli 6 dikirim cuma 5 buah
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Kualitas barang bagus dan berfungsi dengan baik. packing rapi. Minus pengiriman telat dan respon seller lambat.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sudah sampai, Mantap Juga tidak mengecewakan"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang memuaskan , walaupun chat yang saya tanyakan tidak di balas sama sekali , packaging nya hanya memakai plastik kresek hitam tanpa dilengkapi bubble.tapi barang good... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Ga ikhlas gua, balikin duit gua 105 ribu, gaiklas bodo amat, "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,ok lah.. produk bagus sesuai dengan harga.. Thx
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Brang sesuai psanan,hx sja kurirx pke jne yg trkenal lelet d pamekasn.hadeh jdi lma bnget xmpex"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Matapppppppppppppppppp
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang cepat sampai sesuai deskripsi,  semoga awet"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang ok, respon lama, klo di chat jawabannya hanya ""ready y untuk produk lebih lengkap bisa ke www*cognos*co*id / untuk variasi warna bisa cek ketersediaan warn... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Bagus... Dan sesuai dg picture
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,goodsssssss bangeettt
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Payah penjualnya tidak menjawab apa yg dtanya oleh pembeli
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Respon yg kemarin2 bagus.kenapa x ini kok barang yg sy order tidak sesuai warnanya dengan yg sy minta.n tidak ada konfirmasi dr penjual kl memang warnanya tidak ada
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Respon dr penjual LOADING SANGAT, POKOKNYA PAYAH.. 👎👎👎👎 CUKUP 1x gw bli di Toko ini & terakhir bli di TOKOPEDIA.. Barang yg gw bli 2 Jam Tangan, Merah dg Biru, yg... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang ok,tapi sayang pelayanan kurang memuaskan"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Refund barang nggk di urus
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,.akasih barang dah sampai
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Lumayan Bagus........
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Packing rapi, barang sesuai harapan. Mungkin klo bisa dianggap kurang adalah baru sampai keesokan harinya dan yg bales chat itu miminnya orang apa robot ya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Okkkkkkkkkkkkkkkkkkkk
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Good product 👍fast delivery
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Joshhhhhhhhhhhhhh.,,,,,,,,,,"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Good seller lah yang akan datang dari saya semoga ini bermanfaat bagi kita semua 😊
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,ZAKAZ POLUCHEN.......................
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Tinggal tingkatkan di paket barang sama box bawaannya gan. Lain2 nya saya pasti order lagi.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,pelayanan yg sangat buruk
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Respon penjual lambat, sepertinya TDK butuh pembeli"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Respon cepat. Barang tanpa cacat. 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,barang sudah sampai dan berfungsi dg baik..wlpun agk slow respon..thx
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sesuai cuma packing gk rapih
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Cukup bagus barangnya, murah"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Kabel rusak penjualnya ngenyel gak mau tukarin
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Kabel banyak yg rusak minta d tukar gak d kasi
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,barang tidak dicek terlebih dahulu.... barang rusak tidak digubris ^^ ... udah 2 minggu chat di pusat resolusi didiamkan saja.. susah kalo bossnya banyak duit
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayay... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,"Orderan baru sampe lngsung di coba speakernya gak bunyi , sudah email ke cognos mlh di suruh nyari nmr orderannya..."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Lumayan lah sesuai harganya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Lumayan,agak lambat tpi barang terkirim,tolong d tingkatkan kcepatanya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Ada yg rusak dan tidak bisa digunakan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Ini bukan slow respon, tapi NO RESPON AT ALL!!. Balas diskusi hanya copy paste “rdy y untuk produk...”

Pesanan udah 2 hari tapi masih “pesanan telah diteruskan ke penjua... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Produknya bagus,sesuai psnan,packing rapi,cpt smp.tp mf blm sempat fto tp lgsg d krm utk ponakan "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Maklum baru punya kalo ngeces sebelah mana ya?
"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Pengiriman lamaaaaaa...........
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang bagus,, pengiriman cepat, cuma untuk pengemasan lama"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,SANGAT GA PUAS HARGA MURAH TAPI PELAYANAN JUGA MINIM. NO RESPON. KURANG PENGECEKAN BRG. PACKING ASAL :(
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang bagus normal semua 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sdh sampai.. di pengirimin saja yg agak lama, mungkn krn habis lebaran.."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang udah sampai.. terima kasih walau lama juga...
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Packing plastik tidak rapet sehingga pada saat diterima barang terbuka rawan tercecer. Komunikasi lewat chat sangat tidak baik. Tidak pernah ada tanggapan. Kloter pertama... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barangnya bagus 👍👍👍
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Bagus....makasih.....
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Packing kurang memuaskan,, selebihnya oke,,"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"barang sudah diterima, teriamkasih   "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Lumayan lah walaupun aga lama di kirim nya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barng oke. Baguss sesuai deskripsi
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sesuai pesanan, kualitas produk baik. Terimakasih :)"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Bagus... Sesuai dengan pesanan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,ga ad kotaknya padahal kemarin ad kotaknya. jdi kecewa bgt.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Ada yg rusak kurang teliti
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,bintang 4 dulu karena baru coba 1 di charge 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Produk sesuai tp penjual kurang respon
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Pengiriman lambat sekali
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Over all bagus cuman pesen hitam dan biru yg datang hitam semua????
"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Barang kurang sesuai dengan deskripsi.  Tapi lumayan cukup baik
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"ini pembelian saya yg kedua kalinya, barang sesuai pesanan, hanya pengirimannya lama sekali, tidak seperti pembelian yang pertama"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sesuai hanya saja datang tanpa box
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"keren jam nya. cuma tidak di sertakan kotak. jadi kami jualnya agak susah. saran kami, kasih lah kotak walaupun kotak biasa. "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Respon lambat, barang sesuai harga, tpi lumayan"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Bagus sama persis cepat sampai 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Dah nyampe tp pesan biru sm hijau yg datang hitam hijau
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,sudah dicoba ok... walopun masih harus banyak belajar
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Ok lah sesuai dengan di foto dan berfungsi kadtu gsm dan blietooth nya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Terimakasiih, warna sesuai dengan keinginan .. 😊"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Sesuai deskripsi dan cepet sampe thx gan 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"produk baik, pengiriman cepat, tapi belum di coba mudah2 tidak ada kendala"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Sip...  Sesuai pesanan.......... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Brg sdh diterima. Semoga awet. Thx
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Pengiriman SDH ok cmn tdk ada box jam tangan nya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"fast respon, Packing lebih diperhatikan, Thanks"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,koq kg ad dusssssssssssss
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Ga ada antigores dan kotak cuman jamnya aja Semoga jamnya awet 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Terimakasih barang sudah sampai
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sesuai pesanan. Blm bisa ulas mengenai kulitas karena sedang dicoba.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Nyesel beli gak sesuai ekspektasi, pengiriman lama, dan barang kurang bagus, gak dapet box. Intinya sih nyesel udah gt aja."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang dapat digunakan ,namun tidak dibungkus dgn kotaknya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sesuai gan, yang kurang dalam pengiriman pake sam day tapi datengnya 2 hari hehehe, semoga lebih baik lagi"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Terimakasih barang sudah sampai,.."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Produk sesuai, kualitas ok sesuai harga lah....  Top"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Seharusnya dijual dengan kotak aja. Cuman beda 3rb.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Cepat pengiriman barang nya.... Sesuai postingan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Pelayanan dan pengiriman cepat.
Tipe Produk sesuai dengan pesanan.. Namun Packing dibungkus plastik tanpa box..
Ada lecet - lecet di plastik penutup display.
Ya .. Cukup... "
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"kualitas kurang, tidak akurat untuk steps. pengepakan tidak aman"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,barang mulus gak bisa hidup
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"charger tdk berfungsi, seller slow respon"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"Saya suka respon penjual,untuk pengecekan barang mohon lebih siiip biar tambah laris."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"beli dua duanya ga bisa dipake dikasih warna sama barang ga berfungsi, udah download fitpro udah pake bluetooth seri terbaru sama aja kecewa,parah bgt"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,semoga awet
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"pesan M4 yg datang M6, kacau ni penjualnya apa admin tokonya, intinya kecewa."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"barang berfungsi dgn baik..meski saat konek pake aplikasi FitPro nya via bluetooth kurang smooth..tp akhir nya bs konek..
makasih ya Gan"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,yang datang M6 layar kecil..sebanding harga murah
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,oke berfungsi dgn baik. pengirimannya lama bet
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Di charger gak nyala sama sekali, udh pake colokan ataupun powerbank sama saja"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"lumayan, tpi tidak sesuai gambar ya guys"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,koneksi nya putus nyambung..pas coba dikonek ulang lama nya minta ampun
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,dicharge tidak bisa. sampai sudah tdk segel. parah ini. laen kali jual brg yg beneran napa?ms charge ud 5 jam bgt dicabut mati kg bs nyala jg
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,ok
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"ok lah,walaupun koneknya susah atau cmn bisa sekali konek ke app terus waktu di disconnect gk bisa konek lagi,harus reset app kwkw"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"asli rusak total gk bisa nyala. sangat kecewa, dan gk bertanggung jawab untuk mengganti barangnya"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Gelangnya gak ada, ga bs dipakai 
isi tidak lengkap"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,"Beli M6 2pcs, 1 pcs normal, 1 pcs lagi tidak bisa konek ke ponsel, jadi sampah"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,anti air cuma 10min.. buat di dalam air 1jam mati..
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,yg satu berfungsi baik.. satunya lagi malah mati. gak berfungsi sama sekali
