Product,Rating,Content
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 1,"tidak bisa klaim garansi dikarenakan kena air wudlu 
sungguh disayangkan padahal spesifikasinya tahan air"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 4,Di product IPX7 actualnya IP67 ya sud
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"berfungsi normal , harga terjangkau, packing aman. barang sesuai deskripsi. trims 👍🙏"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"bagus, fungsional, nyaman"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,berfungsi dg baik
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,oke lumayan untuk harganya segitu bosa buat pantau aktivitas olahraga
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,goodddd
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"barang masih disegel, terjamin ori, dapat product certification, fungsi normal, pengiriman cepat sampai, packing rapih."
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 2,"setelah sy pakai krg lebih 1 bulan, displaynya meredup, sehingga sy tdk bs melihat indikator yg ada"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,Barang ori
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"barang bagus, orang rumah suka 👍"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,Keren dan bagus barangnya
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"barang berfungsi dg baik,"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,mantab
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 1,"KECEWA, Baru pakai sehari eroor, layar putih,,.. beli CCTVnya merek olike ini padahal bagus... tapi kenapa jam tangannya produk gagal dijual :-("
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,bagus masih segel
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 3,produk sdh terima namun pengoperasiannya sedikit susah... tidak bisa conect ke HP Android jd tidak bisa di setting Jam nya. jadi kasi 3 binta aja dulu
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,ok
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,kualitas produk oke packing aman dan pengiriman cepat mantap
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,ok
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,barang sangat baik!
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 3,netral
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,netral
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 1,"tidak bisa dipakai, sbg jam goblokpun gak bisa"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 1,tidak sesuai dengan deskripsi
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 5,"sensornya becanda nih...ternyata dgn jam olike, meja sy bs punya rekanan darah, detak jantung...wah tks olike, mungkin sy bs bikin pinokio hidup pake jam olike"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Setting jamnya gampang, utk harga yg affordable, fungsinya lebih dari cukup banget! Selain olahraga, bisa track sleep quality, kadar oksigen dlm tubuh, detak jantung, str... "
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barang ori official amafzit asli keren..
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 1,"Seller sangat tidak peduli atas delivery yang sampai skrg saya belum terima, Antaraja yang sangat tidak profesional dalam pengiriman sempet di claim barang hilang sampai... "
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barang oke bgt..istri seneng di beri hadiah jam tangan..quick respon dan pengiriman cepat...thanks yaa
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,work
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,Semoga barangnya awet.. packing aman.. sayang sekali proses dan pengirimannya lama sekali
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,barang resmi masih segel cm proses& pengiriman agak lambat
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barang original oke istri suka
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,packaging sangat rapi. dus - bubble warp - box barang - barang. sudah dicoba fitur2nya dan bisa semua. thanks!
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Bagus
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantab sellernya
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantap boskuh👍👍 sampai dengan selamat
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Mantabbbb.... sesuai gambar, pengiriman juga cepat, seller tidak judes, baik hati, tidak sombong dan rajin menabung....."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Mantabbbb.... sesuai gambar, pengiriman juga cepat, seller tidak judes, baik hati, tidak sombong dan rajin menabung....."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Fast respon, pengiriman cepat! Saya suka pelayanannya 👍🏻👍🏻👍🏻"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang sesuai, pengiriman cepat dan aman"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Sejauh ini barang nya aman dan berfungsi dengan baik
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Good. Cepat sampai
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Best
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"produk sesuai, ndak ngira ndak tahu nya kardus bawaannya panjang, tapi lum dibuka, soalnya buat kado, saran untuk packing kalau bisa lebih baik lagi"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"produk sesuai, ndak ngira ndak tahu nya kardus bawaannya panjang, tapi lum dibuka, soalnya buat kado, saran untuk packing kalau bisa lebih baik lagi"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,suka banget
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,puas pokoknya
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,sesuai ekspetasi.. barang ori.. mantab
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang sesuai deskripsi, packing aman dan barang sampai dengan cepat ,, terima kasih seller"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,OK
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mudah²an baik dan awet
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Mantap sih. bukan kaléng kaléng batre nya.
cuma pengiriman nya harus agak sabar."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantap moga awet
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"mantap... proaes sangat cepat, pengiriman cuma 1 hari.
barang original san masih segel juga berfungsi dwngan baik."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,"1. Barang oke. Bagus. Tidak ada masalah dengan koneksi. 

2. Komunikasi dengan admin lancar dalam arti cepat, tapi informasi sangat jauh dari sinkron. Sebelum check out m... "
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Mantab barang masih segel dan ori,respon dan pengiriman cepat. sukses gan👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Thanks ka
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,awal ga diproses sampe auto cancel
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,kereen!
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 3,"pengiriman lama pesen tgl 28 feb baru di terima tgl 4 maret pd hal sama2 jakarta 😁
untuk atur pickup aja butuh 3 hari dari barang di pesan"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barang sudah diterima dengan kondisi baik, pengiriman sangat cepat. Barang nya berfungsi dengan baik. Mantap. .."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Mantap kali
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantaplah Amazfit ini..dulu pernah beli yang TRex juga mantap. Packing aman dengan bubble berlapis dan untungnya dari kurir juga ngak ketindih tindih sehingga masih sampe... 
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang sesuai, penjual ramah cuma barang agak lama dan status pengiriman di kurir tdk jelas"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Kesesuaian dengan deskripsi
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"kualitas barang original, barang berfungsi dengan baik"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"respon seller gercep, jossss"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barang sesuai deskripsi, packaging baik. Pengiriman cepat."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"penjual fast respon, barang sesuai yang di gambar, terimakasih🙏"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,suka deh ama smartwatchnya desainnya simple but looks so nice apalagi warna pink nya lucuk ehehe
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,ok
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"sesuai deskripsi dan gambar, sampai dengan aman, berfungsi dengan baik 👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"sesuai deskripsi dan gambar, sampai dengan aman, berfungsi dengan baik 👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"sesuai deskripsi dan gambar, sampai dengan aman, berfungsi dengan baik 👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang ok, tidak ada kerusakan dan sesuai spek"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Produk bagus
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,masih di segel barang ori tp belum di seting semoga awet
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,sdh terima tapi blm di tes..utk hadiah minggu dpn..😀 semoga gak ada masalah..
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Barang sesuai dengan deskripsi dan pengiriman lancar
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Respon cepat, pengiriman aman, barang sesuai, mantap"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"mantullll, tante aku suka bangett"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barangny original, bagus, tampilannya banyak. lumayan deh"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barangnya udah pasti ori, admin ramah, pengiriman sesuai perkiraan...👍👍👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barangnya udah pasti ori, admin ramah, pengiriman sesuai perkiraan...👍👍👍"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Jam nya oke gak ada kendala, kualitas nya jg oke hanya kurir nya yg lambat tapi untung dibantu admin & toped care, tq yah"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Ga perlu di ragukan lagi official store nya cepet dan baik responnya, ini pengiriman instan tercepat yang pernah saya alami"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Berfungsi dengan baik, kualitas original."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,seller good... quality good
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,seller good... quality good
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"bagus, sesuai deskripsi"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"kirim cepat, barang sesuai"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,jamnya keren
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"respon penjual cepat, barang cepat sampai..barang bagua sesuai deskripsi"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"keren, harga murah fitur lengkap"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Puas. Jam ringan, berfungsi dg sangat baik, pair dg HP nya cepet, pakai Zepp. Karet jam lembut dan ga berkeringat. Thank you so much."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Kirimannya sangat cepat, order hari ini besoknya langsung sampai barangnya. 
kualitas asli sesuai dgn gambar dan penjelasannya, berfungsi dengan baik."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Barang sudah sampai dan berfungsi dengan baik 👍👍
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,kualitas barang bagus. pengiriman baik
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,berfungsi dengan baik.trimakasih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Keren ih radi order warna hitam tapi habis jadinya warna biru
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barang masih segel. blm dicoba.. buat hadiah
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,baguss..mudah2n awett
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,kereeen
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barang datang masih segel kondisi bagus, packing jg aman.sangat puas bertransaksi di shop ini."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,bagus barangnya..terima kasih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,bagus barangnya..terima kasih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Oke masih segelan semoga baik baik aja
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Barang Original
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantap mantap
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barang sesuai deskripsi mantap
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,proses sampai pengiriman cepet. barang masih segel dan sampai dgn aman. berfungsi baik. soal baterai kembali ke intensitas pemakaian kali ya. aku baru 12 hari udah tingga... 
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Ori tentunya karena official store. fitur berfungsi dan bukan fake/Gimik. desain bagus. bisa ganti2 themes dari aplikasi zepp sebagai controller.
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barangnya bagus , adik saya suka banget"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"kirim cepat, barang sesuai"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang msh segel, kartu garansi ada, carger. tks"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Packing rapi, n pakai buble wrap"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"pengiriman cepet banget...
barang sudah di cek normal"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Untuk harga 600rban cashback 60rb worth it nih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang sesuai deskripsi, garansi resmi"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Mantap barang bagus pengiriman cepat
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Mantap barang bagus pengiriman cepat
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,barangnya bagus
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barang bagus, semua fiture berfungsi. bagus utk hadiah."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,semoga awet.
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,"barang sesuai..
admin kurang fast respond"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"respon seller cepat, profesional dan produk sesuai deskripsi."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"respon seller cepat, profesional dan produk sesuai deskripsi."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Bagus,"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,mantap sesuai harapan
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Barang sampe hari minggu. Mantap J&T.
Packing bagus banget, dobel bubble wrap + kardus tambahan. Sesuai pesanan. Sip!"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,👍
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Good seller n good produk... thanks ya..
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,jam berfungsi dgn baik. mksih saler
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,jam berfungsi dgn baik. mksih saler
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"bagus barangnya, batre nya awet bgt bisa sampai 1 bulan👍 sukses selalu👏🤩"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"Build quality bagus, kurir cepat, respon penjual baik."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"barangnya bagus, sesuai sama foto. enteng banget jam nya"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,top barang bagus sekali packaging aman mendarat dan berfungsi sempurna
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"delivery on time, setting jamnya mudah"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,Overall puas. Mantep sih. Bagus barangnya bikin semangat olahraga😃
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"cakep jam nya, asesorisnya juga banyak."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"cakep jam nya, asesorisnya juga banyak."
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 5,"kualutas bagus, dan penggunaan mudah"
